,Company,Location,Date,Rocket,Country
2713,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1993-09-17,Tsyklon-2, Kazakhstan
2714,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",1993-09-20,PSLV-G, India
2715,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-09-26,Ariane 40, France
2716,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1993-10-05,Titan II(23)G, USA
2717,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1993-10-08,Long March 2C, China
2718,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1993-10-18,Space Shuttle Columbia, USA
2719,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-10-22,Ariane 44LP, France
2720,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1993-10-26,Cosmos-3M (11K65M), Russia
2721,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1993-10-26,Delta II 7925, USA
2722,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1993-11-02,Cosmos-3M (11K65M), Russia
2723,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-11-20,Ariane 44LP, France
2724,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1993-11-28,Atlas II, USA
2725,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1993-12-02,Space Shuttle Endeavour, USA
2726,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1993-12-08,Delta II 7925, USA
2727,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1993-12-16,Atlas IIAS, USA
2728,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-12-18,Ariane 44L, France
2729,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1993-12-22,Molniya-M /Block ML, Russia
2730,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-01-24,Ariane 44LP, France
2731,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1994-01-25,Tsyklon-3, Russia
2732,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1994-01-25,Titan II(23)G, USA
2733,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1994-02-03,Space Shuttle Discovery, USA
2734,MHI,"LA-Y1, Tanegashima Space Center, Japan",1994-02-03,H-II, Japan
2735,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1994-02-07,Titan IV(401)A, USA
2736,CASC,"LC-2, Xichang Satellite Launch Center, China",1994-02-08,Long March 3A, China
2737,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1994-02-12,Tsyklon-3, Russia
2738,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1994-03-02,Tsyklon-3, Russia
2739,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1994-03-04,Space Shuttle Columbia, USA
2740,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1994-03-10,Delta II 7925, USA
2741,Northrop,"SLC-576E, Vandenberg AFB, California, USA",1994-03-13,Minotaur C (Taurus), USA
2742,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1994-03-19,Delta II 7925-8, USA
2743,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1994-04-09,Space Shuttle Endeavour, USA
2744,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",1994-04-13,Atlas I, USA
2745,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1994-04-23,Zenit-2, Kazakhstan
2746,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",1994-04-26,Cosmos-3M (11K65M), Russia
2747,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1994-05-03,Titan IV(401)A, USA
2748,ISRO,"SLV LP, Satish Dhawan Space Centre, India",1994-05-04,ASLV, India
2749,Northrop,"NB-52B Carrier, Edwards AFB, California, USA",1994-05-19,Pegasus/HAPS, USA
2750,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1994-05-25,Tsyklon-3, Russia
2751,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-06-17,Ariane 44LP, France
2752,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",1994-06-24,Atlas I, USA
2753,Northrop,"Stargazer, Vandenberg AFB, California, USA",1994-06-27,Pegasus XL, USA
2754,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1994-07-03,Long March 2D, China
2755,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1994-07-08,Space Shuttle Columbia, USA
2756,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-07-08,Ariane 44L, France
2757,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",1994-07-14,Cosmos-3M (11K65M), Russia
2758,CASC,"LC-3, Xichang Satellite Launch Center, China",1994-07-21,Long March 3, China
2759,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1994-08-02,Cosmos-3M (11K65M), Russia
2760,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1994-08-03,Atlas IIA, USA
2761,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1994-08-05,Molniya-M /Block 2BL, Russia
2762,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-08-10,Ariane 44LP, France
2763,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1994-08-23,Molniya-M /Block ML, Russia
2764,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1994-08-26,Zenit-2, Kazakhstan
2765,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1994-08-27,Titan IV(401)A, USA
2766,CASC,"LC-2, Xichang Satellite Launch Center, China",1994-08-27,Long March 2E, China
2767,MHI,"LA-Y1, Tanegashima Space Center, Japan",1994-08-28,H-II, Japan
2768,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1994-08-29,Atlas-E/F Star-37S-ISS, USA
2769,Northrop,"NB-52B Carrier, Edwards AFB, California, USA",1994-09-03,Pegasus, USA
2770,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-09-09,Ariane 42L, France
2771,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1994-09-09,Space Shuttle Discovery, USA
2772,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1994-09-27,Cosmos-3M (11K65M), Russia
2773,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1994-09-30,Space Shuttle Endeavour, USA
2774,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",1994-10-06,Atlas IIAS, USA
2775,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-10-08,Ariane 44L, France
2776,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1994-10-11,Tsyklon-3, Russia
2777,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",1994-10-15,PSLV-G, India
2778,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-11-01,Ariane 42P, France
2779,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1994-11-01,Delta II 7925-10, USA
2780,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1994-11-02,Tsyklon-2, Kazakhstan
2781,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1994-11-03,Space Shuttle Atlantis, USA
2782,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1994-11-04,Zenit-2, Kazakhstan
2783,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1994-11-24,Zenit-2, Kazakhstan
2784,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1994-11-29,Tsyklon-3, Russia
2785,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1994-11-29,Atlas IIA, USA
2786,CASC,"LC-2, Xichang Satellite Launch Center, China",1994-11-29,Long March 3A, China
2787,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-12-01,Ariane 42P, France
2788,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1994-12-14,Molniya-M /Block ML, Russia
2789,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1994-12-20,Cosmos-3M (11K65M), Russia
2790,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1994-12-22,Titan IV(402)A, USA
2791,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1994-12-26,Tsyklon-3, Russia
2792,VKS RF,"Site 175/58, Baikonur Cosmodrome, Kazakhstan",1994-12-26,Rokot/Briz K, Kazakhstan
2793,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1994-12-30,Atlas-E/F Star-37S-ISS, USA
2794,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1995-01-10,Atlas IIAS, USA
2795,ISAS,"Mu Pad, Uchinoura Space Center, Japan",1995-01-15,Mu-III S2, Japan
2796,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1995-01-24,Cosmos-3M (11K65M), Russia
2797,CASC,"LC-2, Xichang Satellite Launch Center, China",1995-01-25,Long March 2E, China
2798,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1995-01-29,Atlas II, USA
2799,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1995-02-03,Space Shuttle Discovery, USA
2800,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1995-03-02,Space Shuttle Endeavour, USA
2801,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1995-03-02,Cosmos-3M (11K65M), Russia
2802,MHI,"LA-Y1, Tanegashima Space Center, Japan",1995-03-18,H-II, Japan
2803,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1995-03-22,Cosmos-3M (11K65M), Russia
2804,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1995-03-22,Atlas IIAS, USA
2805,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1995-03-24,Atlas-E/F Star-37S-ISS, USA
2806,MITT,"Site 158, Plesetsk Cosmodrome, Russia",1995-03-28,Start, Russia
2807,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-03-28,Ariane 44LP, France
2808,Northrop,"Stargazer, Vandenberg AFB, California, USA",1995-04-03,Pegasus, USA
2809,IAI,"Pad 1, Palmachim Airbase, Israel",1995-04-05,Shavit, Israel
2810,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1995-04-07,Atlas IIA, USA
2811,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-04-21,Ariane 40, France
2812,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",1995-05-14,Titan IV(401)A, USA
2813,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-05-17,Ariane 44LP, France
2814,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",1995-05-23,Atlas I, USA
2815,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1995-05-24,Molniya-M /Block 2BL, Russia
2816,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1995-05-31,Atlas II, USA
2817,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1995-06-08,Tsyklon-2, Kazakhstan
2818,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-06-10,Ariane 42P, France
2819,Northrop,"Stargazer, Vandenberg AFB, California, USA",1995-06-22,Pegasus XL, USA
2820,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1995-06-27,Space Shuttle Atlantis, USA
2821,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1995-07-05,Cosmos-3M (11K65M), Russia
2822,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-07-07,Ariane 40, France
2823,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",1995-07-10,Titan IV(401)A, USA
2824,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1995-07-13,Space Shuttle Discovery, USA
2825,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1995-07-31,Atlas IIA, USA
2826,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1995-08-02,Molniya-M /Block SO-L, Russia
2827,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-08-03,Ariane 42L, France
2828,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1995-08-09,Molniya-M /Block ML, Russia
2829,Lockheed,"SLC-6, Vandenberg AFB, California, USA",1995-08-15,Athena I, USA
2830,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1995-08-29,Atlas IIAS, USA
2831,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-08-29,Ariane 42P, France
2832,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1995-08-31,Tsyklon-3, Russia
2833,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1995-09-05,Delta II 7925, USA
2834,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1995-09-07,Space Shuttle Endeavour, USA
2835,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-09-24,Ariane 42L, France
2836,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1995-10-06,Cosmos-3M (11K65M), Russia
2837,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-10-19,Ariane 42L, France
2838,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1995-10-20,Space Shuttle Columbia, USA
2839,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1995-10-22,Atlas II, USA
2840,EER,"LP-0A, Wallops Flight Facility, Virginia, USA",1995-10-23,Conestoga-1620, USA
2841,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1995-10-31,Zenit-2, Kazakhstan
2842,Boeing,"SLC-2W, Vandenberg AFB, California, USA",1995-11-04,Delta II 7920-10, USA
2843,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",1995-11-06,Titan IV(401)A, USA
2844,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1995-11-12,Space Shuttle Atlantis, USA
2845,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-11-17,Ariane 44P, France
2846,CASC,"LC-2, Xichang Satellite Launch Center, China",1995-11-28,Long March 2E, China
2847,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",1995-12-02,Atlas IIAS, USA
2848,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",1995-12-05,Titan IV(404)A, USA
2849,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-12-06,Ariane 44L, France
2850,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1995-12-15,Atlas IIA, USA
2851,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1995-12-20,Tsyklon-2, Kazakhstan
2852,VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1995-12-28,Molniya-M /Block 2BL, Kazakhstan
2853,CASC,"LC-2, Xichang Satellite Launch Center, China",1995-12-28,Long March 2E, China
2854,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1995-12-30,Delta II 7920-10, USA
2855,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1996-01-11,Space Shuttle Endeavour, USA
2856,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-01-12,Ariane 44L, France
2857,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1996-01-14,Delta II 7925, USA
2858,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1996-01-16,Cosmos-3M (11K65M), Russia
2859,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1996-02-01,Atlas IIAS, USA
2860,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-02-05,Ariane 44P, France
2861,CASC,"LC-2, Xichang Satellite Launch Center, China",1996-02-14,Long March 3B, China
2862,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1996-02-17,Delta II 7925-8, USA
2863,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1996-02-19,Tsyklon-3, Russia
2864,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1996-02-22,Space Shuttle Columbia, USA
2865,Boeing,"SLC-2W, Vandenberg AFB, California, USA",1996-02-24,Delta II 7925-10, USA
2866,Northrop,"Stargazer, Vandenberg AFB, California, USA",1996-03-09,Pegasus XL, USA
2867,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-03-14,Ariane 44LP, France
2868,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",1996-03-21,PSLV-G, India
2869,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1996-03-22,Space Shuttle Atlantis, USA
2870,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1996-03-28,Delta II 7925, USA
2871,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1996-04-03,Atlas IIA, USA
2872,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-04-20,Ariane 42P, France
2873,Boeing,"SLC-2W, Vandenberg AFB, California, USA",1996-04-24,Delta II 7920-10, USA
2874,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1996-04-24,Cosmos-3M (11K65M), Russia
2875,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",1996-04-24,Titan IV(401)A, USA
2876,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",1996-04-30,Atlas I, USA
2877,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",1996-05-12,Titan IV(403)A, USA
2878,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-05-16,Ariane 44L, France
2879,Northrop,"Stargazer, Vandenberg AFB, California, USA",1996-05-17,Pegasus, USA
2880,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1996-05-19,Space Shuttle Endeavour, USA
2881,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1996-05-24,Delta II 7925, USA
2882,ESA,"ELA-3, Guiana Space Centre, French Guiana, France",1996-06-04,Ariane 5 G, France
2883,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-06-15,Ariane 44P, France
2884,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1996-06-20,Space Shuttle Columbia, USA
2885,Northrop,"Stargazer, Vandenberg AFB, California, USA",1996-07-02,Pegasus XL, USA
2886,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",1996-07-03,Titan IV(405)A, USA
2887,CASC,"LC-3, Xichang Satellite Launch Center, China",1996-07-03,Long March 3, China
2888,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-07-09,Ariane 44L, France
2889,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1996-07-16,Delta II 7925, USA
2890,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1996-07-25,Atlas II, USA
2891,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-08-08,Ariane 44L, France
2892,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1996-08-14,Molniya-M /Block ML, Russia
2893,MHI,"LA-Y1, Tanegashima Space Center, Japan",1996-08-17,H-II (2 SSB), Japan
2894,CASC,"LC-3, Xichang Satellite Launch Center, China",1996-08-18,Long March 3, China
2895,Northrop,"Stargazer, Vandenberg AFB, California, USA",1996-08-21,Pegasus XL, USA
2896,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1996-08-29,Molniya-M /Block SO-L, Russia
2897,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1996-09-04,Zenit-2, Kazakhstan
2898,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1996-09-05,Cosmos-3M (11K65M), Russia
2899,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1996-09-08,Atlas IIA, USA
2900,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-09-11,Ariane 42P, France
2901,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1996-09-12,Delta II 7925, USA
2902,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1996-09-16,Space Shuttle Atlantis, USA
2903,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1996-10-20,Long March 2D, China
2904,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1996-10-24,Molniya-M /Block ML, Russia
2905,Northrop,"Stargazer, Vandenberg AFB, California, USA",1996-11-04,Pegasus XL, USA
2906,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1996-11-07,Delta II 7925, USA
2907,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-11-13,Ariane 44L, France
2908,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1996-11-21,Atlas IIA, USA
2909,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1996-12-04,Delta II 7925, USA
2910,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1996-12-07,Space Shuttle Columbia, USA
2911,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1996-12-11,Tsyklon-2, Kazakhstan
2912,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1996-12-18,Atlas IIA, USA
2913,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1996-12-20,Cosmos-3M (11K65M), Russia
2914,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",1996-12-20,Titan IV(404)A, USA
2915,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1997-01-12,Space Shuttle Atlantis, USA
2916,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1997-01-17,Delta II 7925, USA
2917,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-01-30,Ariane 44L, France
2918,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1997-02-11,Space Shuttle Discovery, USA
2919,ISAS,"Mu Pad, Uchinoura Space Center, Japan",1997-02-12,Mu-V / M-24, Japan
2920,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1997-02-14,Tsyklon-3, Russia
2921,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1997-02-17,Atlas IIAS, USA
2922,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",1997-02-23,Titan IV(402)B, USA
2923,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-03-01,Ariane 44P, France
2924,MITT,"Svobodny Cosmodrome, Russia",1997-03-04,Start-1, Russia
2925,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1997-03-08,Atlas IIA, USA
2926,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",1997-04-04,Titan II(23)G, USA
2927,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1997-04-04,Space Shuttle Columbia, USA
2928,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-04-16,Ariane 44LP, France
2929,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1997-04-17,Cosmos-3M (11K65M), Russia
2930,Northrop,"Stargazer, Base Aerea de Gando, Gran Canaria",1997-04-21,Pegasus XL, Gran Canaria
2931,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",1997-04-25,Atlas I, USA
2932,Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997-05-05,Delta II 7920-10C, USA
2933,CASC,"LC-2, Xichang Satellite Launch Center, China",1997-05-11,Long March 3A, China
2934,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1997-05-14,Molniya-M /Block 2BL, Russia
2935,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1997-05-15,Space Shuttle Atlantis, USA
2936,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1997-05-20,Zenit-2, Kazakhstan
2937,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1997-05-20,Delta II 7925, USA
2938,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-06-03,Ariane 44L, France
2939,CASC,"LC-3, Xichang Satellite Launch Center, China",1997-06-10,Long March 3, China
2940,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-06-25,Ariane 44P, France
2941,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1997-07-01,Space Shuttle Columbia, USA
2942,Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997-07-09,Delta II 7920-10C, USA
2943,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1997-07-23,Delta II 7925, USA
2944,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1997-07-28,Atlas IIAS, USA
2945,Northrop,"Stargazer, Base Aerea de Gando, Gran Canaria",1997-08-01,Pegasus XL, Gran Canaria
2946,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1997-08-07,Space Shuttle Discovery, USA
2947,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-08-08,Ariane 44P, France
2948,CASC,"LC-2, Xichang Satellite Launch Center, China",1997-08-19,Long March 3B, China
2949,Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997-08-21,Delta II 7920-10C, USA
2950,Lockheed,"SLC-6, Vandenberg AFB, California, USA",1997-08-23,Athena I, USA
2951,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1997-08-25,Delta II 7920-8, USA
2952,Northrop,"Stargazer, Vandenberg AFB, California, USA",1997-08-29,Pegasus XL, USA
2953,CASC,"LC-7, Taiyuan Satellite Launch Center, China",1997-09-01,Long March 2C, China
2954,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-09-02,Ariane 44LP, France
2955,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1997-09-04,Atlas IIAS, USA
2956,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1997-09-23,Cosmos-3M (11K65M), Russia
2957,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-09-23,Ariane 44LP, France
2958,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1997-09-24,Molniya-M /Block ML, Russia
2959,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1997-09-25,Space Shuttle Atlantis, USA
